id;text;label
csis_28913;divisi epc proyek open access ru vi kasim sorong papua barat epc proyekopenaccess sorongpapuabrat;not-hate
csis_9080;@USER barisan banci kamera kalau kata anak zaman now adalah;not-hate
csis_7123;@USER umar bin khattab kan punya jabatan,jadi pas kalau masalah negara atau politik,la kalau tengku dia jadi dewan perwakilan rakyat atau jadi mentri,;not-hate
csis_25235;lestari target berikutnya kaum tionghoa;not-hate
csis_7498;@USER ya ini semua gara gara mata wasit yang picek tidak lihat bola kena raket, jadi pada lebih menyalahkan sikap kevin -__-;hate
csis_5347;alah membicarakan di belakang bisa begitu di menyamperi ciut haha kampang;hate
csis_6484;lihat @USER penumpangnya dipenuhi tenaga kerja asing cina yang tidak bisa bahas indonesia dan inggris cc @USER HTTPURL;hate
csis_9361;timnas cacat mental. dia @USER apa prestasi yang telah km menorehkan buat indonesia selama menjadi ketua @USER ? mundur o. orang edan jabatan;hate
csis_23730;dan arab yaman sudah menjadi bagian dari nusantara ratusan tahun yang lalu sama dengan budaya india tionghoa persia dan barat aneh kalau ributnya sekarang;not-hate
csis_15362;mudah mudahan indonesia di infasi cina biar tau rasa;not-hate
csis_5302;@USER jadi ingat iblis ketika manusia diciptakan sama allah.;not-hate
csis_26493;core aku kira kita asam dan lambung ternyata kita islam dan kristen begitu min;not-hate
csis_14195;habis keluar pernyataan dari kementerian luar negeri tiba papua bergejolak bagaimana aduh putin ini jago buat gerakan separatis suatu negara atau cina caplok natuna ini bukan masalah belajar ppkn atau sekolah ini soal diplomasi internasional mengurus minyak goreng sama tahu tempe saja keteteran;not-hate
csis_27308;goblok kamu cuk domba tersesat itu bukan buat non kristen cuk tapi buat anak yesus yang tidak ikut aturannya;not-hate
csis_17047;denny siregar syiah juga mengakuinya islam di kartu tanda penduduk nya;not-hate
csis_24422;wah ternyata akar permasalahannya surat pemberitahuan tahunan itu dari tadi pikir juga kenapa banyak pemain malaysia tionghoa terima kasih mas jadi pengetahuan baru;not-hate
csis_12927;bang bang itu juru bicara sudah kayak jablay gegarotan ya, itu mah jablay yang suka kamu pakai kali user;hate
csis_7471;@USER kamu punya kuota ga,lo searching ya monyet berapa nyawa yang melayang oleh rezim orba. jangan kuota kamu pak buat cari bokep aj,biar otak kamu tidak kebalik kayak kampret,bny baca,buka wawasan;hate
csis_191;lebih baik jokowi mundur..;hate
csis_7916;partai komunis indonesia harus di adakan lagi karena prabowo mencalonkan presiden yang tidak pilih prabowo di bilang partai komunis indonesia .. terus kalau gue pilih pak jokowi kamu bilang apa ? emx gue pikirkan !;hate
csis_13659;mereka siang malam maki maki ulama kita, nongkrong media sosial ulama2 bela penista agama yang sombongnya meminta ampun.;hate
csis_25243;lestari kan demi membangun kedekatan dengan etnis tionghoa hatus begitu;not-hate
csis_20146;pemerintah nih ya suka sekali cap kami radikal minutes later gerebek orang ibadah lgbt harus dibunuh ahmadiyah diusir orang kristen haram jadi kepala daerah bahkan di sekolah gue ada yang bilang orang kristen haram jadi ketua kelas panas hati tau penghayat dapat kartu tanda penduduk;not-hate
csis_25591;jujur dia kasihan banget asli dari kemarin sudah misuhâ² soal usk ini sudah mana ingin pindah kristen mulu;not-hate
csis_23629;men karena kebanyakan dan biasanya orang lokal biasa amp kagum dengan produk blasteran impor dan lebih mengistimewakan baik keturunan eropa jazirah arab tionghoa dan sebagainya;not-hate
csis_28175;mana tadi ada yang mengancam mau pindahin bapak dari penulis hate speech ini untuk dimutasi ke papua kok ya ngancemnya begitu racist banget seolah olah papua terbelakang sekali sampai sampai pindah ke daerahnya termasuk ancaman yang berbicara ini katanya sih ya aktivis ham;not-hate
csis_7403;[98:1] orang-orang kafir yakni ahli kitab dan orang-orang musyrik (mengatakan bahwa mereka) tidak akan meninggalkan (agamanya) sebelum datang kepada mereka bukti yang nyata,;not-hate
csis_17815;yang cabul itu orang syiah bukan islam bego kamu;hate
csis_24512;alma pedhet berekor id palembang juga banyak turunan menurut sejarah ribuan prajurit tiongkok yang kawal para biksu zaman sriwijaya banyak yang tak pulang ke negaranya lalu nikah di sini di medan juga panggil cici koko kalau ketemu orang tionghoa;not-hate
csis_3179;"mereka yang berteriak dan menakuti rakyat dengan menyebut presiden lama bisa jadi 2 periode kalau lawannya prabowo, itu bisa di pastikan mereka adalah agen ganda..; mereka dibayar untuk mempromosikan tokoh tertentu supaya rakyat jadi bingung dan terpecah suaranya,..";not-hate
csis_5105;yusril: kelompok islam tertindas di era jokowi.? fakta 2019gantipresiden;hate
csis_13799;matanajwadebatjakarta hebatnya, ahok masih mau salaman lah sama pak anies yang amat terhormat. idih gue sih ogah.;hate
csis_5334;adem banget melihatnya, allahu akbar.;not-hate
csis_6686;@USER ngakak,ngatain diri sendiri noob wkwk. eh by the way kamu out dari ena bang?;not-hate
csis_15730;heran juga saya sama pemerintah seharusnya anggaran bisa dari gdp dtengah meningkatnya klaim wilayah oleh cina dan kondisi geopolitik yang tidak stabil;not-hate
csis_1247;keparat benar orang macam mantan gue itu;hate
csis_5479;@USER di rezim ini banyak kaum penganut tololisme;hate
csis_6365;@USER sang gubernur sibuk jalan2, sang wakil gubernur sibuk mau mengganti presiden. jadi ya sudahlah....;hate
csis_18980;lfthada kamu merendahkan majelis ulama indonesia dengan menyebut percaya majelis ulama indonesia berarti mensejajarkan majelis ulama indonesia atau ulama dengan tuhan memuter omongan kamu semakin yakin gue fatwa majelis ulama indonesia ahmadiyah sesat belum dicabut sampai sekarang dan memang pantas majelis ulama indonesia jelas bukan ulama sembarangan;hate
csis_21492;id hinaan ke etnis arab aman hinaan ke etnis tionghoa juga aman saja itu;not-hate
csis_17587;alah tidak uh bahas tim teng kita tau siapa dalang kisruh timur tengah di sini juga kalau syiah liberal sekuler dikasih hati antar anak bangsa adu jotos saudari kalau anda bukan bagian dari kaum liberal sekuler dan syiah kenapa kepanasan;hate
csis_18441;tindakan anarkis memang sama sekali tidak dapat dibenarkan dengan alasan apapun tetapi keberadaan ahmadiyah ini bagaimana setatusnya manhaj baru dalam islam ataukah ada penyimpangan ajaran mana peran majelis ulama indonesia;not-hate
csis_23571;kain motif batik banji kuno tionghoa peranakan indonesia classic swastika geometric seamless pattern batikfabric;not-hate
csis_569;@USER enggak ikut dukung calon presiden tapi sukanya mengatur jokowi kenapa tidak prabowo saja yang diatur supaya menang dalam pemilihan presiden 2019.;hate
csis_5449;indeks prestasi kumulatif 3,5 ra ono artinya nek ra bisa bahasa inggris. padahal jurusan bahasa neng sama bukanlah jurusan yang favorit. tapi bisa bahasa inggris = modal awal golek gawean. memilih jadi tenaga kerja indonesia di singapura yang berangkat tanpa gelar tapi pulang sudah bisa berbicara bahasa ing;not-hate
csis_12690;@USER pak @USER tak mungkin anda pertahankan islam di indonesia, lebih baik ikut bangun bangsa & negara;hate
csis_25683;christing nah itu itu inti twit paling awal saya saya ngkritik orang kristen yang dukung israel solely karena menganggap israel itu bangsa pilihan tuhan padahal ini tidak berhubung sama agama kalau kamu ngdukung israel dan bukan berdasarkan agama artinya bukan kamu yang saya kritik;not-hate
csis_3586;allah subhanahu wa taala benci kafir, mengajarkan cocok cocok penis dengan banyak istri, gemar mengazab, dan menjanjikan rampasan;hate
csis_13664;penjarakan penista agama !!! atau @USER turun !!!;hate
csis_5601;@USER bapak culun;hate
csis_1726;@USER kepentingan nasional? berbicara sama ember sono!! berbicara tidak punya data. cuma modal congor sama ludah. nenek nenek bunting juga bisa;hate
csis_16388;awat sedih sangat lagu cina ya pasang nih macam nak terlena aku dengaq;not-hate
csis_11700;memang kejujuran itu mahal. hanya dengan 2019gantipresiden negara kesatuan republik indonesia dapat terbebas dari pengkhianatan bangsa sendiri. cc @USER;hate
